token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,page,slug_obra
succulento,suculento,suculento,,1,"Nas labiadas taõbem parece ter havido o mesmo esquecimento a
										respeito da perilla, que tem sementes nuas: mas quanto ao
										prasium que he da mesma familia, naõ sei como se possa
										conciliar dar-lhe quatro sementes nuas, e assignar-lhe ao
										mesmo tempo por pericarpos quatro bagas monospermas e
										unicellulares; as razoẽs de analogia dictaõ que nesta planta
										o pericarpo he nullo, e que as sementes tem o tegumento
										proprio secundario hum tanto succulento. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 166)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,166,compendio1brotero
pericarpo,pericarpo,pericarpo,,1,"O pericarpo naõ constitue jamais o primeiro tegumento
								vesicular immediato às cotyledones da semente; taõbem naõ he o
								tegumento secundario das sementes (desacompanhado de outro terceiro)
								quando o dicto tegumento naõ se abre determinada e espontaneamente
								athe ao tempo da germinaçaõ, nem se pode abrir sem impedila ou
								lesala; por esta  razaõ se costuma dizer que o  pericarpo he nullo no
								milho Na cevada, coix, e outras gramas, que tem as valvulas
									dos tegumentos da flor apegadas à semente no estado de madureza,
									so se podem admittir pericarpos bastardos (spuria), porque as
									dictas valvulas ou tegumentos no tempo da fecundaçaõ das
									sementes estavaõ desapegados dellas, e naõ faziaõ parte do germe
									do pistillo; o mesmo se deve dizer do nectario da mirabilis, e
									do tubo da corolla do poterium que vem somente a ser pericarpos
									bastardos., nas umbrelladas 
									Nas umbrelladas o fructo he bipartivel (bipartibilis), isto
										he costuma no estado da madureza separar-se facilmente em
										duas sementes nuas, as quaes athe esse tempo estavaõ
										approximadas ou pareciaõ adunadas, como no coentro, salsa,
										&c.
									Linneo aindaque naõ indicou o pericarpo nullo nos generos de
										ferula, cachrys, caucalis, tordylium astrantia, e eryngium,
										isto parece ter somente sido por esquecimento, porque
										semelhantes plantas todas tem sementes nuas.
									Nas labiadas taõbem parece ter havido o mesmo esquecimento a
										respeito da perilla, que tem sementes nuas: mas quanto ao
										prasium que he da mesma familia, naõ sei como se possa
										conciliar dar-lhe quatro sementes nuas, e assignar-lhe ao
										mesmo tempo por pericarpos quatro bagas monospermas e
										unicellulares; as razoẽs de analogia dictaõ que nesta planta
										o pericarpo he nullo, e que as sementes tem o tegumento
										proprio secundario hum tanto succulento.
								, labiadas gymnospermas, asperifolias, compostas, e outras
								semelhantes; mas quando este mesmo tegumento se abre lateralmente, e
								sempre pelo mesmo dugar antes da germinaçaõ, como v. g. nalgumas
								malvaceas, deve per considerado como hum verdadeiro 
									pericarpo. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 166)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,166,compendio1brotero
succulento,suculento,suculento,,1,"Na opiniaõ de alguns modernos naõ implica de sorte alguma com a
								natureza dos fructos, que haja hum ou mais pericarpos  dentro de outro externo; nos pomos por ex. o pericarpo externo
									Os termos drupa, e baga saõ vulgarmente entendidos pelo
									fructo total, isto he, pelas sementes e juntamente pelo
									pericarpo de que saõ guarnecidas, mas no rigor botanico so
									significaõ o pericarpo ou tegumento externo accessivo, gro so e
									polposo; porquanto assim como quando dizemos a vagem do
									feijoeiro contem sementes reniformes, so rigorosamente se
									entende o pericarpo, da mesma sorte quando dissermos os pomos d
									pereira contem sementes pontudas, so devemos entender os dois
									pericarpos que constituem o pomo, e o mesmo deve ter lugar a
									respeito das drupas, e bagas. he hum tegumento grosso,
									 succulento e alteravel que
								contem hum segundo pericarpo ou capsula, na qual se achaõ reclusas
								as cementes, como se vê nas peras, e maçaans; na romaan dentro das
								cellulas do pomo ha hum grande numero de acinos ou bagas
								monospermas, as quaes todas saõ verdadeiros pericarpos còrados 
									Cada hum destes tegumentos accessivos, e succulentos contem huma
										semente com dois tegumentos proprios.
								, succulentos e alteraveis, em tudo
								semelhantes aos das amoras de sylva, a que Linneo dà o nome de
								pericarpos Vej. O seu Genera plantar., aonde diz depois de ter
									fallado das sementes da sylva (rubus) que o receptaculo dos
									pericarpos he conico, vindo por este modo a exprimir claramente
									que cada huma dellas tem hum pericarpo.. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 168)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,168,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Cada hum destes tegumentos accessivos, e succulentos contem huma
										semente com dois tegumentos proprios. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 168)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,168,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Na opiniaõ de alguns modernos naõ implica de sorte alguma com a
								natureza dos fructos, que haja hum ou mais pericarpos  dentro de outro externo; nos pomos por ex. o pericarpo externo
									Os termos drupa, e baga saõ vulgarmente entendidos pelo
									fructo total, isto he, pelas sementes e juntamente pelo
									pericarpo de que saõ guarnecidas, mas no rigor botanico so
									significaõ o pericarpo ou tegumento externo accessivo, gro so e
									polposo; porquanto assim como quando dizemos a vagem do
									feijoeiro contem sementes reniformes, so rigorosamente se
									entende o pericarpo, da mesma sorte quando dissermos os pomos d
									pereira contem sementes pontudas, so devemos entender os dois
									pericarpos que constituem o pomo, e o mesmo deve ter lugar a
									respeito das drupas, e bagas. he hum tegumento grosso,
									 succulento e alteravel que
								contem hum segundo pericarpo ou capsula, na qual se achaõ reclusas
								as cementes, como se vê nas peras, e maçaans; na romaan dentro das
								cellulas do pomo ha hum grande numero de acinos ou bagas
								monospermas, as quaes todas saõ verdadeiros pericarpos còrados 
									Cada hum destes tegumentos accessivos, e succulentos contem huma
										semente com dois tegumentos proprios.
								, succulentos e alteraveis, em tudo
								semelhantes aos das amoras de sylva, a que Linneo dà o nome de
								pericarpos Vej. O seu Genera plantar., aonde diz depois de ter
									fallado das sementes da sylva (rubus) que o receptaculo dos
									pericarpos he conico, vindo por este modo a exprimir claramente
									que cada huma dellas tem hum pericarpo.. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 168)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,168,compendio1brotero
succulenta,suculento,suculenta,feminino singular,1,"Nalgumas plantas he
								molle, ou succulenta, noutras he dura, as
								vezes he grossa outras vezes delgada. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 169)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,169,compendio1brotero
lobada,lobado,lobado,feminino singular,1,"A silicula diz-se ser; redonda (orbiculata), na clypeola; cordiforme
								(cordata), no lepidium sativum; verticalmente cordiforme
								(abcordata), na bolsa de pastor; lobada (lobata), na biscutella;
									lanceolada (lanceolata), na isatis tinctoria; globosa
								(glabosa), na crambe maritima; e hum tanto globosa (subrotunda) no
								bunias. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 173)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,173,compendio1brotero
lanceolada,lanceolado,lanceolado,feminino singular,1,"A silicula diz-se ser; redonda (orbiculata), na clypeola; cordiforme
								(cordata), no lepidium sativum; verticalmente cordiforme
								(abcordata), na bolsa de pastor; lobada (lobata), na biscutella;
									lanceolada (lanceolata), na isatis tinctoria; globosa
								(glabosa), na crambe maritima; e hum tanto globosa (subrotunda) no
								bunias. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 173)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,173,compendio1brotero
membranoso,membranoso,membranoso,,1,"Follilho (folliculus, s. conceptaculum), he huma especie de pericarpo
								concavo, de huma so cellula oblonga, e ordinariamente de huma 
									He raro que o follilho seja bivalve, ou se rasgue em duas
										partes: como nelle naõ ha vestigio, nem sinal algum de
										sutura, as linhas dos rasgos longitudinaes por onde se abre
										sao indeterminadas, e me parece que porisso somente se podem
										admittir nelle valvulas bastardas.
								 so valvula, que se rasga ao alto por huma banda, e contem
								dentro de hum folle  membranoso sementes naõ apegadas a
								sutura alguma (a congossa, loendro, e asclepias.) (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 174)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,174,compendio1brotero
lobado,lobado,lobado,,1,"O follilho he ordinariamente pontudo (acuminatus), como na congossa e
								loendro; lobado na base (basi lobatus), como na
								cameraria; polposo e requebrado (pulposus et refractus), como na
								tabernaemontana. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 174)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,174,compendio1brotero
polpa,polpa,polpa,,1,"Alguns Botanicos querem que a drupa seja huma especie de
										baga, e com effeito Linneo parece tela confundido taõbem com
										as bagas, porque nem sempre attendeo á unidade da semente
										nem á qualidade dos seus tegumentos ou a grossura da 
											polpa para as destinguir, como se vê na
										descripçaõ dos fructos do laurus, cornus, mespilus,
										&c. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 175)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,175,compendio1brotero
succulenta,suculento,suculenta,feminino singular,1,"A drupa he chamada taõbem fructo de caroço, e se denomina succulenta (succulenta), se no tempo da madureza a sua
									polpa he summarenta (a ginja, cereja, e ameixa);
								secca (sicca), se no tempo da madureza naõ contem succo notavel, ou
								parece como chupada (a amendoeira, e coqueiro). (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 175)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,175,compendio1brotero
polpa,polpa,polpa,,1,"A drupa he chamada taõbem fructo de caroço, e se denomina succulenta (succulenta), se no tempo da madureza a sua
									polpa he summarenta (a ginja, cereja, e ameixa);
								secca (sicca), se no tempo da madureza naõ contem succo notavel, ou
								parece como chupada (a amendoeira, e coqueiro). (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 175)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,175,compendio1brotero
umbilicado,umbilicado,umbilicado,,1,"Diz-se ser: turbinado
								(turpinatum), na pera; globoso (globosum), na maçaan; 
									umbilicado (umbilicatum), quando tem no topo hum embigo
								(umbilicus fructûs), isto he, huma cavidade que foy receptaculo da
								flor, e he ordinariamente guarnecida do calyz persistente, como na
								maçaan e pera. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 175)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,175,compendio1brotero
Umbilicada,umbilicado,umbilicado,feminino singular,1,"Umbilicada
								(umbilicata), quando he guarnecida no tempo da sua madureza pelo
								calyz persistente, como os murtinhos e bagas da madresylva; torosa
								(torosa), se tem torulos ou protuberancias (o tomate), secca (sicca)
								se na madureza das sementes fica exsucca e dura, como no xanthium;
								occa (cava), se naõ tem bagulho, como no pimentaõ; composta
								(composita), se consta de muitos acinos, ou bagos monospermos
								aggregados, como as amoras de sylva. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 176)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,176,compendio1brotero
succulento,suculento,suculento,,1,"Linneo fallando das bagas em geral diz, que humas saõ proprias, outras
								bastardas ou improprias; que huma baga propria era hum pericarpo
								tornado fructo  succulento, e que a
								bastarda podia ser qualquer outra parte do fructo; depois dá por
								exemplo das bagas improprias humas succulentas,
								outras seccas, formadas pelo calyz, corolla, receptaculo, sementes,
								arillo, nectario, capsulas, follilhos, vagens, e pinhas Vej.
									Phil. Botan. pag. 75.. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 177)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,177,compendio1brotero
succulentas,suculento,suculentas,feminino plural,1,"Linneo fallando das bagas em geral diz, que humas saõ proprias, outras
								bastardas ou improprias; que huma baga propria era hum pericarpo
								tornado fructo  succulento, e que a
								bastarda podia ser qualquer outra parte do fructo; depois dá por
								exemplo das bagas improprias humas succulentas,
								outras seccas, formadas pelo calyz, corolla, receptaculo, sementes,
								arillo, nectario, capsulas, follilhos, vagens, e pinhas Vej.
									Phil. Botan. pag. 75.. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 177)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,177,compendio1brotero
succulento,suculento,suculento,,1,"Huma
								baga propria (propria) Eu considero aqui a baga no tempo da
									sua madureza; para fixar as ideas sobre os fructos em geral, e
									em particular, he precizo attender ao seu estado de fecundaçaõ,
									madureza, e germinaçaõ, e em quanto os botanicos naõ seguirem
									este parecer, sempre daraõ delles nocoẽs indeterminadas.
								he huma especie de pericarpo succulento, sem valvulas nem indicio algum de suturas na
								superficie, e contem ou huma so semente sem tegumento lenhoso 
									Osseo; isto a fará destinguir da drupa, que contem huma so
										semente com o dicto tegumento lenhoso e durissimo.
									Linneo admitte algumas vezes drupas de mais de huma semente,
										como se vè na bassia, cornus, &c., e taõbem bagas
										monospermas com caroços, como no çumagre e viburnum; quem
										admittir esta theoria naõ deve fazer differença entre as
										bagas e drupas.
								, ou  muitas seja qualquer que for o seu tegumento secundario. Ella
								constitue sempre hum terceiro tegumento às cotyledones das sementes;
								pode ser, ou bagulhosa, ou occa, e ter huma, duas ou mais
								cellulas. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 177)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,177,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Nisto se distingue de alguns follilhos succulentos. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 178)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,178,compendio1brotero
succulento,suculento,suculento,,1,"A baga impropria ou bastarda (impropria, s. spuria), he hum pericarpo
								bastardo, succulento, e fechado no
								tempo da madureza das sementes, o qual tinha dantes sido ou calyz ou
								corolla da flor, como v. g. he a das roseiras e basella. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 178)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,178,compendio1brotero
succulento,suculento,suculento,,1,"Os receptaculos que representaõ huma baga em razaõ da sua succulencia
								e figura, como v. g.; os dos morangos e figos, devem conservar
								sempre o nome de receptaculo, e so se lhes pode ajuntar os termos de
									 succulento, ou bacciforme
								(succulentum, baccatum, s. bacciforme). (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 178)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,178,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Todos os pericarpos, cujas suturas se virem exteriormente bem
								assinaladas, ou cujo lugar determinado de abertura for reconhecido,
								como saõ v. g.; as capsulas do evonymus, e nymphæa, devem conservar
								os seus nomes proprios, ainda que pela razaõ da succulencia tardem a
								abrir-se algum tempo depois da madureza das  sementes, e somente se lhes pode ajuntar o termo de succulentos; as pinhas do juniperus, ephedra, e
								quaesquer outras cujas escamas forem succulentas, e
								por esse motivo tardarem algum tempo de se abrir, naõ devem taõbem
								perder o seu nome competente, e so se podem chamar succulentas, ou quando muito bacciformes; ainda que
								hajaõ alguns follilhos, que sejaõ bastantemente succulentos, naõ merecem contudo o nome de bagas, porque
								estas naõ costumaõ rasgar-se ao alto como elles, e por conseguinte
								so seraõ denominados follilhos succulentos. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulentas,suculento,suculentas,feminino plural,1,"Todos os pericarpos, cujas suturas se virem exteriormente bem
								assinaladas, ou cujo lugar determinado de abertura for reconhecido,
								como saõ v. g.; as capsulas do evonymus, e nymphæa, devem conservar
								os seus nomes proprios, ainda que pela razaõ da succulencia tardem a
								abrir-se algum tempo depois da madureza das  sementes, e somente se lhes pode ajuntar o termo de succulentos; as pinhas do juniperus, ephedra, e
								quaesquer outras cujas escamas forem succulentas, e
								por esse motivo tardarem algum tempo de se abrir, naõ devem taõbem
								perder o seu nome competente, e so se podem chamar succulentas, ou quando muito bacciformes; ainda que
								hajaõ alguns follilhos, que sejaõ bastantemente succulentos, naõ merecem contudo o nome de bagas, porque
								estas naõ costumaõ rasgar-se ao alto como elles, e por conseguinte
								so seraõ denominados follilhos succulentos. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulentas,suculento,suculentas,feminino plural,1,"Todos os pericarpos, cujas suturas se virem exteriormente bem
								assinaladas, ou cujo lugar determinado de abertura for reconhecido,
								como saõ v. g.; as capsulas do evonymus, e nymphæa, devem conservar
								os seus nomes proprios, ainda que pela razaõ da succulencia tardem a
								abrir-se algum tempo depois da madureza das  sementes, e somente se lhes pode ajuntar o termo de succulentos; as pinhas do juniperus, ephedra, e
								quaesquer outras cujas escamas forem succulentas, e
								por esse motivo tardarem algum tempo de se abrir, naõ devem taõbem
								perder o seu nome competente, e so se podem chamar succulentas, ou quando muito bacciformes; ainda que
								hajaõ alguns follilhos, que sejaõ bastantemente succulentos, naõ merecem contudo o nome de bagas, porque
								estas naõ costumaõ rasgar-se ao alto como elles, e por conseguinte
								so seraõ denominados follilhos succulentos. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Todos os pericarpos, cujas suturas se virem exteriormente bem
								assinaladas, ou cujo lugar determinado de abertura for reconhecido,
								como saõ v. g.; as capsulas do evonymus, e nymphæa, devem conservar
								os seus nomes proprios, ainda que pela razaõ da succulencia tardem a
								abrir-se algum tempo depois da madureza das  sementes, e somente se lhes pode ajuntar o termo de succulentos; as pinhas do juniperus, ephedra, e
								quaesquer outras cujas escamas forem succulentas, e
								por esse motivo tardarem algum tempo de se abrir, naõ devem taõbem
								perder o seu nome competente, e so se podem chamar succulentas, ou quando muito bacciformes; ainda que
								hajaõ alguns follilhos, que sejaõ bastantemente succulentos, naõ merecem contudo o nome de bagas, porque
								estas naõ costumaõ rasgar-se ao alto como elles, e por conseguinte
								so seraõ denominados follilhos succulentos. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulentos,suculento,suculentos,masculino plural,1,"Todos os pericarpos, cujas suturas se virem exteriormente bem
								assinaladas, ou cujo lugar determinado de abertura for reconhecido,
								como saõ v. g.; as capsulas do evonymus, e nymphæa, devem conservar
								os seus nomes proprios, ainda que pela razaõ da succulencia tardem a
								abrir-se algum tempo depois da madureza das  sementes, e somente se lhes pode ajuntar o termo de succulentos; as pinhas do juniperus, ephedra, e
								quaesquer outras cujas escamas forem succulentas, e
								por esse motivo tardarem algum tempo de se abrir, naõ devem taõbem
								perder o seu nome competente, e so se podem chamar succulentas, ou quando muito bacciformes; ainda que
								hajaõ alguns follilhos, que sejaõ bastantemente succulentos, naõ merecem contudo o nome de bagas, porque
								estas naõ costumaõ rasgar-se ao alto como elles, e por conseguinte
								so seraõ denominados follilhos succulentos. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulento,suculento,suculento,,1,"A analogia, que tem o prasium com as labiadas gymnospermas,
										mostra claramente que o tegumento externo dos seus fructos
										he hum tegumento proprio de sementes nuas, e naõ accessivo:
										no evonymus alem da capsula as sementes tem duas laminas ou
										tegumentos proprios, dos quaes o exterior he mais grosso e
											succulento, como muitas
										vezes tenho observado. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulenta,suculento,suculenta,feminino singular,1,"Quanto ás sementes, cujo segundo tegumento proprio for molle, como no
								prasium, e evonymus 
									A analogia, que tem o prasium com as labiadas gymnospermas,
										mostra claramente que o tegumento externo dos seus fructos
										he hum tegumento proprio de sementes nuas, e naõ accessivo:
										no evonymus alem da capsula as sementes tem duas laminas ou
										tegumentos proprios, dos quaes o exterior he mais grosso e
											succulento, como muitas
										vezes tenho observado.
								, por evitar toda a confusaõ e ambiguidade que pode haver, o
								melhor sera naõ lhes dar o nome de embagadas ou bacciformes; mas
								bastará, depois de se ter feito mençaõ de que o pericarpo he nullo,
								dizer que ellas tem a casca succulenta, ou que o seu segundo
								tegumento he succulento. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
succulento,suculento,suculento,,1,"Quanto ás sementes, cujo segundo tegumento proprio for molle, como no
								prasium, e evonymus 
									A analogia, que tem o prasium com as labiadas gymnospermas,
										mostra claramente que o tegumento externo dos seus fructos
										he hum tegumento proprio de sementes nuas, e naõ accessivo:
										no evonymus alem da capsula as sementes tem duas laminas ou
										tegumentos proprios, dos quaes o exterior he mais grosso e
											succulento, como muitas
										vezes tenho observado.
								, por evitar toda a confusaõ e ambiguidade que pode haver, o
								melhor sera naõ lhes dar o nome de embagadas ou bacciformes; mas
								bastará, depois de se ter feito mençaõ de que o pericarpo he nullo,
								dizer que ellas tem a casca succulenta, ou que o seu segundo
								tegumento he succulento. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 179)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,179,compendio1brotero
semente,semente,semente,,1,"A semente (semen), considerada no seu estado de
								perfeiçaõ, e plena madureza, he hum ovo vegetal A opiniaõ de
									considerar as sementes dos vegetaes, como ovos he antiquissima,
									e foy a de Empedocles, Hippocrates, Aristoteles, Theophrasto,
									&c. Orpheo e Pythagoras celebraraõ o ovo como o primordia de
									todas as geraçoẽs, e se diz que entre os antigos Egypcios e
									Syrios houvera huma tradiçaõ de que os seus deoses tinhaõ
									nascido de ovos. perfeitamente fecundado, no qual ha huma
								plantula seminal apegada a huma ou mais cotylédones, envolvida em
								tegumentos proprios que senaõ abrem athe á germinaçaõ, e capaz de
								reproduzir a sua especie Alguns descrevem taõbem a semente
									ser: hum corpo organico fecundado em que permina a
									fructificaçaõ, e o crescimento da parte donde se desapegou, o
									que contem compendiosamente debaxo dos seus proprios tegumentas
									huma nova planta.. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 181)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,181,compendio1brotero
antheras,antera,anteras,plural,1,"Logo que as capsulas das antheras rebentàraõ e começou a fecundaçaõ,
								vê-se no meyo do dicto fluido hum ponto ou globulo minimo verde,
								appenso a hum fio finissimo. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Entre os que
										seguem a primeira opiniaõ alguns pertendem que o po das
											antheras seja hum montaõ de plantulas seminaes
										minimas, e subtilissimas que passaõ aos ovulos pelas
										ramificaçoẽs do estylete ou estigma; Pontedera dizia que
										estas plantulas subtilissimas desciaõ pelo filete do estame
										ao receptaculo, e que deste passava aos ovulos; Blaire
										pensava que as dictas plantulas cahiaõ das antheras nos nectarios e passavaõ destes aos
										ovulos; outros asseguraraõ ter visto no pó das antheras hum montaõ de vermes subtilissimos, e
										pensaraõ que elles passavaõ aos ovulos e constituiaõ a
										plantula seminal; outros defenderaõ que a substancia oleosa
										das antheras, e estigmas reunida fazia hum mixto
										particular, o qual descendo aos ovulos nelles se vivificava,
										e constituia emfim em cada hum delles huma plantula
										seminal. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Entre os que
										seguem a primeira opiniaõ alguns pertendem que o po das
											antheras seja hum montaõ de plantulas seminaes
										minimas, e subtilissimas que passaõ aos ovulos pelas
										ramificaçoẽs do estylete ou estigma; Pontedera dizia que
										estas plantulas subtilissimas desciaõ pelo filete do estame
										ao receptaculo, e que deste passava aos ovulos; Blaire
										pensava que as dictas plantulas cahiaõ das antheras nos nectarios e passavaõ destes aos
										ovulos; outros asseguraraõ ter visto no pó das antheras hum montaõ de vermes subtilissimos, e
										pensaraõ que elles passavaõ aos ovulos e constituiaõ a
										plantula seminal; outros defenderaõ que a substancia oleosa
										das antheras, e estigmas reunida fazia hum mixto
										particular, o qual descendo aos ovulos nelles se vivificava,
										e constituia emfim em cada hum delles huma plantula
										seminal. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Entre os que
										seguem a primeira opiniaõ alguns pertendem que o po das
											antheras seja hum montaõ de plantulas seminaes
										minimas, e subtilissimas que passaõ aos ovulos pelas
										ramificaçoẽs do estylete ou estigma; Pontedera dizia que
										estas plantulas subtilissimas desciaõ pelo filete do estame
										ao receptaculo, e que deste passava aos ovulos; Blaire
										pensava que as dictas plantulas cahiaõ das antheras nos nectarios e passavaõ destes aos
										ovulos; outros asseguraraõ ter visto no pó das antheras hum montaõ de vermes subtilissimos, e
										pensaraõ que elles passavaõ aos ovulos e constituiaõ a
										plantula seminal; outros defenderaõ que a substancia oleosa
										das antheras, e estigmas reunida fazia hum mixto
										particular, o qual descendo aos ovulos nelles se vivificava,
										e constituia emfim em cada hum delles huma plantula
										seminal. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Entre os que
										seguem a primeira opiniaõ alguns pertendem que o po das
											antheras seja hum montaõ de plantulas seminaes
										minimas, e subtilissimas que passaõ aos ovulos pelas
										ramificaçoẽs do estylete ou estigma; Pontedera dizia que
										estas plantulas subtilissimas desciaõ pelo filete do estame
										ao receptaculo, e que deste passava aos ovulos; Blaire
										pensava que as dictas plantulas cahiaõ das antheras nos nectarios e passavaõ destes aos
										ovulos; outros asseguraraõ ter visto no pó das antheras hum montaõ de vermes subtilissimos, e
										pensaraõ que elles passavaõ aos ovulos e constituiaõ a
										plantula seminal; outros defenderaõ que a substancia oleosa
										das antheras, e estigmas reunida fazia hum mixto
										particular, o qual descendo aos ovulos nelles se vivificava,
										e constituia emfim em cada hum delles huma plantula
										seminal. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
antheras,antera,anteras,plural,1,"Dos que seguem a existencia da plantula seminal antes da
										madureza das antheras, huns pertendem que a dicta
										plantula para ser concebida naõ preciza de modo algum do pò
										das antheras, e que quando muito elle so pode servir
										para à sua nutriçaõ, que ella existe por epigenesia, isto he
										por huma geraçaõ propria; e sem acto de copula, sendo o seu
										nascimento meramente divido a huma virtude innata ao vegetal
										materno, e reunida com a faculdade vegetativa; elles
										confirmaõ esta assersaõ com as experiencias do sabio abbade
										Spalanzani, que assegura ter observado que o linho canamo,
										espinafres, e abobaras lhe deraõ sementes perfeitas, naõ
										obstante ter separado as plantas masculinas das femininas, e
										ter castrado todas as flores masculinas nas abobaras. (BROTERO, 1788, Compendio de Botanica. Tomo primeiro, p. 182)",BROTERO,1788,Compendio de Botanica. Tomo primeiro,182,compendio1brotero
